organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank
Streptococcus vestibularis F0396,Streptococcus vestibularis F0396 (904306.3),Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,606.0,1160.0,874.0,Laura Kutt,04/18/16,904306.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus vestibularis,Streptococcus_vestibularis.json,Streptococcus vestibularis F0396,kb|g.3655,Streptococcus_vestibularis,species
Subdoligranulum variabile DSM 15176,Subdoligranulum variabile DSM 15176 (411471.5),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,1313.0,1057.0,846.0,Ines Thiele,06/25/12,411471.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Subdoligranulum variabile,Subdoligranulum_variabile.json,Subdoligranulum variabile DSM 15176,,Subdoligranulum_variabile,species
Succinatimonas hippei YIT 12066,Succinatimonas hippei YIT 12066 (762983.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,622.0,1047.0,850.0,Ines Thiele,06/29/12,762983.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,Succinatimonas_hippei.json,Succinatimonas hippei YIT 12066,,Succinatimonas_hippei,species
Succinivibrio dextrinosolvens H5,,Facultative anaerobe,"Fermentative, respiratory",Negative,Pathogen,643.0,1130.0,943.0,Laura Kutt,04/19/16,1410676.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,Succinivibrio_dextrinosolvens.json,Succinivibrio dextrinosolvens H5,kb|g.244674,Succinivibrio_dextrinosolvens,species
Sutterella parvirubra YIT 11816,,Facultative anaerobe,"Fermentative, respiratory",Negative,,521.0,1014.0,836.0,Laura Kutt,04/19/16,762967.0,Kbase,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella parvirubra,Sutterella_parvirubra.json,Sutterella parvirubra YIT 11816,kb|g.27712,Sutterella_parvirubra,species
Sutterella wadsworthensis 3_1_45B,Sutterella wadsworthensis 3_1_45B (742821.3),Microaerophile/ anaerobe,"Asaccharolytic, nonfermentative",Negative,Pathogen,613.0,1019.0,840.0,Ines Thiele,06/29/12,742821.0,Kbase,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,Sutterella_wadsworthensis.json,Sutterella wadsworthensis 3_1_45B,,Sutterella_wadsworthensis,species
Tannerella forsythia ATCC 43037,Tannerella forsythia ATCC 43037 (203275.8),Obligate anaerobe,Asaccharolytic,Negative,,585.0,1053.0,864.0,chenry,04/15/16,28112.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella forsythia,Tannerella_forsythia.json,Tannerella forsythia ATCC 43037,kb|g.26084,Tannerella_forsythia,species
Tatumella ptyseos ATCC 33301,,Facultative anaerobe,"Fermentative, respiratory",Negative,,876.0,1538.0,1106.0,Laura Kutt,04/18/16,1005995.0,ModelSEED,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Tatumella,Tatumella ptyseos,Tatumella_ptyseos.json,Tatumella ptyseos ATCC 33301,kb|g.206562,Tatumella_ptyseos,species
Clostridium glycolicum ATCC 14880 = DSM 1288,Clostridium glycolicum ATCC 14880 (1121315.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,986.0,1329.0,1012.0,Laura Kutt,04/18/16,1121315.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,Terrisporobacter glycolicus,Terrisporobacter_glycolicus.json,Clostridium glycolicum ATCC 14880 = DSM 1288,kb|g.207085,Terrisporobacter_glycolicus,species
Trabulsiella guamensis ATCC 49490,,Facultative anaerobe,"Fermentative, respiratory",Negative,,1130.0,1724.0,1176.0,Laura Kutt,04/18/16,1005994.0,ModelSEED,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Trabulsiella,Trabulsiella guamensis,Trabulsiella_guamensis.json,Trabulsiella guamensis ATCC 49490,kb|g.244739,Trabulsiella_guamensis,species
Tropheryma whipplei str. Twist,Tropheryma whipplei str. Twist (203267.1),Facultative anaerobe,Fermentative,Positive,Opportunistic pathogen,356.0,845.0,718.0,chenry,04/15/16,203267.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,unclassified Micrococcales family,Tropheryma,Tropheryma whipplei,Tropheryma_whipplei.json,Tropheryma whipplei str. Twist,kb|g.338,Tropheryma_whipplei,species
Trueperella pyogenes MS249,,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,581.0,1202.0,916.0,chenry,04/15/16,1448141.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Trueperella,Trueperella pyogenes,Trueperella_pyogenes.json,Trueperella pyogenes MS249,kb|g.215043,Trueperella_pyogenes,species
Clostridium nexile DSM 1787,Clostridium nexile DSM 1787 (500632.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,646.0,2135.0,1210.0,Ines Thiele,04/20/12,500632.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Tyzzerella nexilis,Tyzzerella_nexilis.json,Clostridium nexile DSM 1787,,Tyzzerella_nexilis,species
Ureaplasma parvum serovar 1 str. ATCC 27813,Ureaplasma parvum serovar 1 str. ATCC 27813 (515608.3),Facultative anaerobe,Utilize urea,Positive,,213.0,665.0,518.0,Laura Kutt,04/19/16,515608.0,Kbase,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma parvum,Ureaplasma_parvum.json,Ureaplasma parvum serovar 1 str. ATCC 27813,kb|g.1887,Ureaplasma_parvum,species
Ureaplasma urealyticum serovar 8 str. ATCC 27618,Ureaplasma urealyticum serovar 8 str. ATCC 27618 (626095.3),Facultative anaerobe,Utilize urea,Positive,,218.0,664.0,518.0,Laura Kutt,04/19/16,626095.0,Kbase,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma urealyticum,Ureaplasma_urealyticum.json,Ureaplasma urealyticum serovar 8 str. ATCC 27618,kb|g.2647,Ureaplasma_urealyticum,species
Ureibacillus thermosphaericus str. Thermo-BF,Ureibacillus thermosphaericus str. Thermo-BF (1160707.3),Aerobe,"Uses esculine, urea and malate as carbon source",Negative,,864.0,1296.0,1035.0,Laura Kutt,04/18/16,1160707.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Ureibacillus thermosphaericus,Ureibacillus_thermosphaericus.json,Ureibacillus thermosphaericus str. Thermo-BF,kb|g.24961,Ureibacillus_thermosphaericus,species
Varibaculum cambriense DSM 15806,,Facultative anaerobe,"Saccharolytic, fermentative",Positive,Opportunistic pathogen,537.0,1011.0,832.0,chenry,04/15/16,1123488.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum cambriense,Varibaculum_cambriense.json,Varibaculum cambriense DSM 15806,kb|g.207318,Varibaculum_cambriense,species
Veillonella atypica ACS-049-V-Sch6,Veillonella atypica ACS-049-V-Sch6 (866776.4),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,664.0,1121.0,896.0,Laura Kutt,04/18/16,866776.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica,Veillonella_atypica.json,Veillonella atypica ACS-049-V-Sch6,kb|g.3463,Veillonella_atypica,species
Veillonella dispar ATCC 17748,Veillonella dispar ATCC 17748 (546273.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,,667.0,1124.0,880.0,Laura Kutt,04/18/16,546273.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella dispar,Veillonella_dispar.json,Veillonella dispar ATCC 17748,kb|g.2193,Veillonella_dispar,species
"Veillonella parvula Te3, DSM 2008",Veillonella parvula DSM 2008 (479436.6),Obligate anaerobe,"Asaccharolytic, ferments TCA cycle intermediates",Negative,Commensal,603.0,1085.0,859.0,Eugen Bauer,08/03/14,479436.0,Kbase,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,Veillonella_parvula.json,"Veillonella parvula Te3, DSM 2008",,Veillonella_parvula,species
Veillonella ratti ACS-216-V-Col6b,Veillonella ratti ACS-216-V-Col6b (883156.3),Obligate anaerobe,"Saccharolytic, fermentative",Negative,,716.0,1150.0,903.0,Laura Kutt,04/18/16,883156.0,Kbase,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella seminalis,Veillonella_seminalis.json,Veillonella ratti ACS-216-V-Col6b,kb|g.28045,Veillonella_seminalis,species
Veillonella sp. 3_1_44,Veillonella sp. 3_1_44 (457416.3),Obligate anaerobe,"Asaccharolytic, ferments TCA cycle intermediates",Negative,Commensal,605.0,1262.0,977.0,Ines Thiele,06/29/12,457416.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp. 3_1_44,Veillonella_sp__3_1_44.json,Veillonella sp. 3_1_44,,Veillonella_sp__3_1_44,species
Veillonella sp. 6_1_27,Veillonella sp. 6_1_27 (450749.3),Obligate anaerobe,"Asaccharolytic, ferments TCA cycle intermediates",Negative,Commensal,612.0,990.0,812.0,Ines Thiele,06/29/12,450749.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp. 6_1_27,Veillonella_sp__6_1_27.json,Veillonella sp. 6_1_27,,Veillonella_sp__6_1_27,species
,,Aerobe,Respiratory,Negative,,,,,Laura Kutt,06/09/16,,,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio fluvialis,Vibrio_fluvialis.json,,,Vibrio_fluvialis,species
Vibrio furnissii NCTC 11218,Vibrio furnissii NCTC 11218 (903510.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,,1214.0,1679.0,1174.0,Laura Kutt,04/19/16,903510.0,ModelSEED,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio furnissii,Vibrio_furnissii.json,Vibrio furnissii NCTC 11218,kb|g.3645,Vibrio_furnissii,species
Vibrio mimicus MB-451,Vibrio mimicus MB-451 (675806.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,,1012.0,1544.0,1098.0,Laura Kutt,04/19/16,675806.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio mimicus,Vibrio_mimicus.json,Vibrio mimicus MB-451,kb|g.2920,Vibrio_mimicus,species
Vibrio parahaemolyticus RIMD 2210633,Vibrio parahaemolyticus RIMD 2210633 (223926.1),Facultative anaerobe,"Fermentative, respiratory",Negative,,1093.0,1606.0,1126.0,Laura Kutt,04/19/16,223926.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,Vibrio_parahaemolyticus.json,Vibrio parahaemolyticus RIMD 2210633,kb|g.421,Vibrio_parahaemolyticus,species
Weissella cibaria KACC 11862,Weissella cibaria KACC 11862 (911104.3),Facultative anaerobe,"Fermentative, respiratory",Negative,,639.0,1094.0,867.0,Laura Kutt,04/18/16,911104.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella cibaria,Weissella_cibaria.json,Weissella cibaria KACC 11862,kb|g.28337,Weissella_cibaria,species
Weissella confusa LBAE C39-2,Weissella confusa LBAE C39-2 (1127131.3),Facultative anaerobe,"Fermentative, respiratory",Negative,,604.0,1074.0,846.0,Laura Kutt,04/18/16,1127131.0,ModelSEED,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella confusa,Weissella_confusa.json,Weissella confusa LBAE C39-2,kb|g.24438,Weissella_confusa,species
Weissella paramesenteroides ATCC 33313,Weissella paramesenteroides ATCC 33313 (585506.3),Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,Commensal,561.0,1463.0,1026.0,Ines Thiele,06/25/12,585506.0,Kbase,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella paramesenteroides,Weissella_paramesenteroides.json,Weissella paramesenteroides ATCC 33313,,Weissella_paramesenteroides,species
Yersinia bercovieri ATCC 43970,Yersinia bercovieri ATCC 43970 (349968.3),Facultative anaerobe,"Fermentative, respiratory",Negative,,1124.0,1618.0,1161.0,Laura Kutt,04/18/16,349968.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia bercovieri,Yersinia_bercovieri.json,Yersinia bercovieri ATCC 43970,kb|g.1013,Yersinia_bercovieri,species
Yersinia enterocolitica subsp. enterocolitica 8081,Yersinia enterocolitica subsp. enterocolitica 8081 (393305.7),Facultative anaerobe,"Fermentative, respiratory",Negative,,1156.0,1687.0,1189.0,Laura Kutt,04/18/16,393305.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia enterocolitica,Yersinia_enterocolitica.json,Yersinia enterocolitica subsp. enterocolitica 8081,kb|g.26596,Yersinia_enterocolitica,species
Yersinia frederiksenii ATCC 33641,Yersinia frederiksenii ATCC 33641 (349966.3),Facultative anaerobe,"Fermentative, respiratory",Negative,,1287.0,1743.0,1212.0,Laura Kutt,04/18/16,349966.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia frederiksenii,Yersinia_frederiksenii.json,Yersinia frederiksenii ATCC 33641,kb|g.1009,Yersinia_frederiksenii,species
Yersinia kristensenii ATCC 33638,Yersinia kristensenii ATCC 33638 (527012.3),Aerobe,Respiratory,Negative,,1392.0,1710.0,1188.0,Laura Kutt,05/29/16,527012.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia kristensenii,Yersinia_kristensenii.json,Yersinia kristensenii ATCC 33638,kb|g.2094,Yersinia_kristensenii,species
Yersinia pseudotuberculosis YPIII,Yersinia pseudotuberculosis YPIII (502800.3),Facultative anaerobe,"Saccharolytic, fermentative",Positive,Commensal,1113.0,1658.0,1184.0,Laura Kutt,04/18/16,502800.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pseudotuberculosis,Yersinia_pseudotuberculosis.json,Yersinia pseudotuberculosis YPIII,kb|g.1842,Yersinia_pseudotuberculosis,species
Yersinia rohdei ATCC 43380,Yersinia rohdei ATCC 43380 (527004.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,1198.0,1705.0,1187.0,Laura Kutt,04/18/16,527004.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia rohdei,Yersinia_rohdei.json,Yersinia rohdei ATCC 43380,kb|g.2092,Yersinia_rohdei,species
Yokenella regensburgei ATCC 43003,Yokenella regensburgei ATCC 43003 (1002368.3),Facultative anaerobe,"Saccharolytic, fermentative or respiratory",Positive,,1338.0,2517.0,1587.0,Laura Kutt,04/18/16,1002368.0,Kbase,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yokenella,Yokenella regensburgei,Yokenella_regensburgei.json,Yokenella regensburgei ATCC 43003,kb|g.23117,Yokenella_regensburgei,species
Bacteroides pectinophilus ATCC 43243,Bacteroides pectinophilus ATCC 43243 (483218.5),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,591.0,950.0,804.0,Ines Thiele,04/20/12,483218.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales family,unclassified Clostridiales genus,[Bacteroides] pectinophilus,_Bacteroides__pectinophilus.json,Bacteroides pectinophilus ATCC 43243,,_Bacteroides__pectinophilus,species
Clostridium hylemonae DSM 15053,Clostridium hylemonae DSM 15053 (553973.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,919.0,1987.0,1329.0,Ines Thiele,08/06/12,553973.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] hylemonae,_Clostridium__hylemonae.json,Clostridium hylemonae DSM 15053,,_Clostridium__hylemonae,species
Clostridium innocuum 2959,Clostridium innocuum 2959 (999413.4),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Pathogen,1135.0,1286.0,975.0,Laura Kutt,04/18/16,999413.0,Kbase,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum,_Clostridium__innocuum.json,Clostridium innocuum 2959,kb|g.32468,_Clostridium__innocuum,species
Clostridium leptum DSM 753,Clostridium leptum DSM 753 (428125.8),Obligate anaerobe,Few carbohydrates weakly fermented,Positive,Commensal,605.0,1931.0,1213.0,Ines Thiele,08/06/12,428125.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae genus,[Clostridium] leptum,_Clostridium__leptum.json,Clostridium leptum DSM 753,,_Clostridium__leptum,species
Clostridium methoxybenzovorans SR3,,Obligate anaerobe,"Saccharolytic, fermentative, utilizes methoxybenzoic acid",Positive,,1489.0,1432.0,1093.0,Laura Kutt,04/18/16,1286820.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] methoxybenzovorans,_Clostridium__methoxybenzovorans.json,Clostridium methoxybenzovorans SR3,kb|g.209093,_Clostridium__methoxybenzovorans,species
"Clostridium methylpentosum R2, DSM 5476",Clostridium methylpentosum DSM 5476 (537013.3),Obligate anaerobe,"Ferments only L-rhamnose, L-fucose, L-lyxose, and D-arabinose",Positive,Commensal,509.0,1401.0,1052.0,Ines Thiele,04/20/12,84026.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae genus,[Clostridium] methylpentosum,_Clostridium__methylpentosum.json,"Clostridium methylpentosum R2, DSM 5476",,_Clostridium__methylpentosum,species
Clostridium saccharogumia DSM 17460,,Obligate anaerobe,"Saccharolytic, fermentative",Variable,,671.0,1215.0,948.0,Laura Kutt,04/18/16,1121333.0,Kbase,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] saccharogumia,_Clostridium__saccharogumia.json,Clostridium saccharogumia DSM 17460,kb|g.240337,_Clostridium__saccharogumia,species
Clostridium scindens ATCC 35704,Clostridium scindens ATCC 35704 (411468.9),Aerotolerant,"Saccharolytic, fermentative",Positive,Commensal,735.0,2049.0,1277.0,Ines Thiele,04/20/12,411468.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] scindens,_Clostridium__scindens.json,Clostridium scindens ATCC 35704,,_Clostridium__scindens,species
Clostridium spiroforme DSM 1552,Clostridium spiroforme DSM 1552 (428126.7),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,567.0,1980.0,1223.0,Ines Thiele,08/06/12,428126.0,ModelSEED,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] spiroforme,_Clostridium__spiroforme.json,Clostridium spiroforme DSM 1552,,_Clostridium__spiroforme,species
Clostridium sporosphaeroides DSM 1294,Clostridium sporosphaeroides DSM 1294 (1121334.3),Facultative anaerobe,"Saccharolytic, respiratory or fermentative",Positive,,772.0,1160.0,914.0,Laura Kutt,04/18/16,1121334.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae genus,[Clostridium] sporosphaeroides,_Clostridium__sporosphaeroides.json,Clostridium sporosphaeroides DSM 1294,kb|g.29574,_Clostridium__sporosphaeroides,species
,,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] symbiosum,_Clostridium__symbiosum.json,,kb|g.215864,_Clostridium__symbiosum,species
Clostridium viride DSM 6836,,Obligate anaerobe,Non-saccharolytic,Positive,,542.0,1132.0,923.0,Laura Kutt,04/18/16,1121344.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae genus,[Clostridium] viride,_Clostridium__viride.json,Clostridium viride DSM 6836,kb|g.240353,_Clostridium__viride,species
Eubacterium brachy ATCC 33089,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,383.0,973.0,795.0,Laura Kutt,04/18/16,1321814.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis genus,[Eubacterium] brachy,_Eubacterium__brachy.json,Eubacterium brachy ATCC 33089,kb|g.209880,_Eubacterium__brachy,species
Eubacterium cellulosolvens 6,Eubacterium cellulosolvens 6 (633697.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,665.0,1203.0,972.0,Laura Kutt,04/18/16,633697.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,[Eubacterium] cellulosolvens,_Eubacterium__cellulosolvens.json,Eubacterium cellulosolvens 6,kb|g.2673,_Eubacterium__cellulosolvens,species
