,Treatment,Rep,Sequencing Run,Plate,Row,Column,OD,Acetate,Butyrate,Lactate,Succinate,ER,FP,AC,HB,CC,RI,DP,BH,CA,PC,DL,CG,BF,EL,CH,BO,BT,BU,BV,BC,BY,PJ,DF,BL,BP,BA,BA Fraction,CA Fraction,BT Fraction,BU Fraction,PC Fraction,AC Fraction,BH Fraction,CC Fraction,CG Fraction,ER Fraction,DP Fraction,EL Fraction,BY Fraction,BF Fraction,CD Fraction,RI Fraction,BP Fraction,BV Fraction,CH Fraction,DF Fraction,CS Fraction,PJ Fraction,FP Fraction,EH Fraction,EC Fraction,BC Fraction,HB Fraction,BO Fraction,DL Fraction,BL Fraction,B.cereus Fraction,Total,Unclassified,Contamination?,Experiment No.,Peak30,Peak32,Peak35,Peak41,pH
1688,PC-BF-CA-EL-FP-AC-BH-CG-ER-RI-CC,0,MiSeqOSV020,20,E,4,1.644,18.7697,44.9962,0,18.0106,1,1,1,,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022744083,0,0.000277367,0.143121302,0.263498521,0.000647189,0.024870562,0.169563609,0.006841716,0,0.038923817,0,0.327847633,0.000184911,0.000647189,0,9.25E-05,0,0,0.000369822,0,0.000277367,,0,0,0,0,9.25E-05,0,0,10843,27,No,13,61.3614,118.0296,45.8666,337.9405,6.732338585
1689,PC-PJ-BV-BF-BP-FP-AC-BH-ER-RI-CC-DL-DF,0,MiSeqOSV020,20,F,4,2.335,29.3089,31.6772,21.5096,8.6224,1,1,1,,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,8.58E-05,0.037332647,0.356162032,8.58E-05,0.010298661,8.58E-05,0.002059732,0.000171644,8.58E-05,0,0.132251974,0.000343289,0.000686577,0.130106419,0.012015105,0,0.045142465,0,0.001888088,0.000429111,,0,0,0,0,0.270768967,0,0,11685,33,No,13,0,16.547,28.4861,12.6808,4.440456069
1690,PC-PJ-BV-BO-BY-BU-BA-FP-CH-AC-BH-ER-RI-CC,0,MiSeqOSV020,20,G,4,2.846,27.1391,29.1386,14.112,25.1394,1,1,1,,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0.136280726,8.69E-05,0.000260575,0.015721358,0.112047251,0.43429167,0.000173717,0.085816034,8.69E-05,0.011378442,0.000173717,0,0.050985842,0.000955442,8.69E-05,0.001737167,0.000868583,0.020846,0.022062017,0.000347433,0,0.001302875,0.002518892,,0,8.69E-05,0,0.099452792,0.002345175,8.69E-05,0,11562,49,No,13,0,11.195,32.1741,31.1284,2.961246502
1691,PC-BV-BY-BP-CA-FP-CH-AC-CG-ER-RI-CC-DF,0,MiSeqOSV020,20,H,4,2.563,34.367,31.3123,13.5609,21.7467,1,1,1,,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.132492864,0.000158579,0,0.058039962,0.408499841,0,0.028385664,0.024262607,0.011576277,0.000158579,7.93E-05,0.072391373,0,0.000237869,0.002378687,0.064858865,0.026799873,0.037028227,0.131224231,7.93E-05,0,0.001189343,,0,0,0,7.93E-05,7.93E-05,0,0,12639,27,No,13,1.5024,33.3251,46.8494,23.8936,5.750756308
1692,PJ-BC-BY-DP-BA-FP-AC-ER-RI-CC-DF,0,MiSeqOSV020,20,A,5,2.087,28.8199,28.2955,26,9.1434,1,1,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.198051506,0,0,0.000136258,0.000136258,0.327769451,0,0.092178771,0,0.031543807,0.001498842,0,0.060839351,0,0.000136258,0.002929554,0,0,0,0.145251397,0,0.003065813,0.000476904,,0,0.135577054,0,6.81E-05,0.000340646,0,0,14710,32,No,13,0,10.8222,39.0609,9.2126,3.706246978
1693,PC-BL-BA-BP-FP-AC-CG-ER-RI-CC-DL,0,MiSeqOSV020,20,B,5,2.466,33.7777,39.007,20.9815,3.6083,1,1,1,,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.199393096,0,0,0,0.047920091,0.268870907,6.32E-05,0.007017322,0.046086737,0.003160956,6.32E-05,0,0,0,0.000189657,0.00145404,0.085029713,0,0,0,0,0,0.000442534,,0,0,0,0,0.333354406,0.006954103,0,15905,87,No,13,0,29.1571,39.1593,2.2253,4.341031974
1694,PC-BV-BF-BT-BY-EL-FP-AC-ER-RI-CC,0,MiSeqOSV020,20,C,5,2.021,7.5787,46.1544,0,27.6472,1,1,1,,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.000226655,0.129419764,0.000226655,0.258537322,0.202704745,0,0.120126927,0,0.011106074,0.000151103,0.06285887,0.02425204,0.172559686,0.000377758,0.002342097,0,0.014656996,7.56E-05,0,7.56E-05,0,0.000226655,,0,0,0,0,7.56E-05,0,0,13288,52,No,13,23.0313,108.61,47.0131,109.5873,6.180723997
1695,PJ-BO-BT-BY-BU-DP-FP-AC-BH-CG-ER-RI-CC-DL,0,MiSeqOSV020,20,D,5,2.26,22.962,43.543,15.6054,8.2963,1,1,1,,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0.080733111,0.002423508,0.000151469,0.283323235,0.000227204,0.022720388,0.0527113,0.03650409,0.001211754,7.57E-05,0.025068161,0,0.000302939,0.001060285,0.001287489,7.57E-05,0,0,0,0.002044835,0.00295365,,0,0.000151469,0,0.01817631,0.468797334,0,0,13284,80,No,13,0.9689,8.7108,25.3207,23.0245,5.172246207
1696,PC-BV-BF-BT-BU-DP-BL-FP-AC-CG-ER-RI-CC,0,MiSeqOSV020,20,E,5,2.684,25.385,31.3851,16.2782,27.1561,1,1,1,,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0.000226672,0.093010956,0.002342274,0.295202116,0.286513034,0,0.066263695,0.098375519,0.020853797,0.002266717,0.000226672,0,0.115602569,0.000151114,0.001888931,0,0.00793351,0,7.56E-05,0,0,0.00083113,,0,0,0,0,0,0.008235739,0,13272,37,No,13,4.474,28.8145,22.1127,38.9872,5.386845706
1697,PC-PJ-BA-EL-FP-CH-AC-BH-CG-ER-RI-CC,0,MiSeqOSV020,20,F,5,2.124,25.245,44.8995,0,22.1265,1,1,1,,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.192670918,0,8.07E-05,0.000161434,0.30688514,0.347162806,0.00024215,0.022842844,0.084187586,0.003470821,8.07E-05,0.034788926,0,0,8.07E-05,0.002260069,0,8.07E-05,0.002340786,8.07E-05,0,0.002017919,0.000565017,,0,0,0,0,0,0,0,12400,11,No,13,0,66.0321,45.7389,21.4136,6.21157159
1698,BT-BA-BP-EL-FP-AC-BH-ER-RI-CC-DL-DF,0,MiSeqOSV020,20,G,5,2.144,35.9752,31.2259,34.509,0,1,1,1,,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0.107702952,0,0.129689422,7.69E-05,7.69E-05,0.294972325,0.000307503,0.003766913,0,0.004843173,0.000153752,0.006150062,0,0,0.000384379,0.000615006,0.09701722,7.69E-05,0,0.05450492,0,0,0.00053813,,0,7.69E-05,0,0,0.29904674,0,0,13045,37,No,13,0,84.3346,40.0349,17.5269,5.104438391
1699,BV-BT-BC-BY-BU-BL-FP-CH-AC-CG-ER-RI-CC,0,MiSeqOSV020,20,H,5,2.44,24.8618,30.0735,9.5923,31.7213,1,1,1,,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,8.02E-05,0.000160372,0.119397001,0.012188277,0.000240558,0.488653677,8.02E-05,0.047630503,0.04506455,0.014674044,0,8.02E-05,0.052361479,8.02E-05,0.000481116,0.00384893,0,0.014593858,0.032635715,0,0,0,0.001122604,,0,0.1624569,0,8.02E-05,0,0.004089488,0,12511,40,No,13,7.8439,31.5965,37.24,50.4433,4.700817957
1700,BC-BL-EL-FP-CH-AC-ER-RI-CC-DL-DF,0,MiSeqOSV020,20,A,6,2.122,14.8695,42.5617,0,9.9848,1,1,1,,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,6.06E-05,0,0,0.000121286,0,0.201152213,0,0.010430564,0,0.007216495,0,0.026743481,0,0,0.000181928,0.000788357,0,0,0.004972711,0.075560946,0,0,0.000303214,,0,0.193086719,0,0,0.475985446,0.003395998,0,16544,54,No,13,0,92.7701,56.9034,17.1486,6.658347266
1701,PC-PJ-BV-BC-BP-FP-AC-ER-RI-CC-DL,0,MiSeqOSV020,20,B,6,2.126,33.6638,32.6451,23.5556,7.8285,1,1,1,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,7.23E-05,0,0,7.23E-05,0.056178151,0.365700239,0,0.015255585,0,0.005639505,7.23E-05,0,0,0,0.000144603,0.001229123,0.158701468,0.016267804,7.23E-05,0,0,0.002169041,7.23E-05,,0,0.092039621,0,0,0.286313354,0,0,13875,44,No,13,0,22.6854,32.0358,4.8595,4
1702,PJ-BO-BY-BL-BA-FP-CH-AC-ER-RI-CC,0,MiSeqOSV020,20,C,6,2.394,29.4025,32.8035,15.1844,15.6788,1,1,1,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0.119071201,0.000220095,0.000220095,0,0,0.45053373,0,0.062176736,0,0.015406625,0.000660284,0.000110047,0.080994828,0,0.000550237,0.004181798,0,0.000220095,0.021569275,0,0,0.002531088,0.001540662,,0,0.000110047,0,0.233300319,0.000110047,0.006492792,0,9104,17,No,13,7.9513,39.3907,38.2133,32.4565,4.967971448
1703,PC-BV-BU-DP-BP-CA-EL-FP-CH-AC-ER-RI-CC,0,MiSeqOSV020,20,D,6,2.052,17.758,43.2481,9.9256,13.8957,1,1,1,,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0.032888062,0,0.023503551,0.097057829,0.542272574,0,0.042441664,0,0.012850862,0.002705445,0.02316537,0,0,8.45E-05,0.0026209,0.168075752,0.043709841,0.008031789,0,0,0,0.000422726,,0,0,0,0,0.00016909,0,0,11839,11,No,13,0,65.2161,50.0622,1.544,6.300520243
1704,PC-BO-BT-BY-BA-EL-FP-AC-BH-ER-RI-CC-DL,0,MiSeqOSV020,20,E,6,2.166,30.5239,40.0254,21.4147,12.0618,1,1,1,,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.143006263,0,0.095631925,8.03E-05,0.045126064,0.195680103,0.000321182,0.008832504,0,0.0106793,0,0.005941866,0.035731492,0,0.000481773,0.001124137,0,0.000160591,0,0,0,0,0.000562068,,0,8.03E-05,0,0.023687169,0.432872973,0,0,12487,33,No,13,0,138.6188,35.5931,18.9929,5.519351976
1705,BV-BO-BT-BC-BU-BA-EL-FP-CH-AC-ER-RI-CC-DL-DF,0,MiSeqOSV020,20,F,6,3.976,26.1227,35.5752,18.0287,16.7027,1,1,1,,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0.071970381,0,0.11125158,0.007946541,9.03E-05,0.270182409,9.03E-05,0.011829511,0,0.010745891,9.03E-05,0.005418096,0,0,9.03E-05,0.001896334,9.03E-05,0.016705797,0.004334477,0.052555535,0,0,0.000812714,,0,0.10393715,0,0.045873217,0.284088857,0,0,11105,31,No,13,0,126.5949,32.9213,21.3779,4.954426831
1706,BC-DP-BL-BA-EL-FP-CH-AC-ER-RI-CC,0,MiSeqOSV020,20,G,6,2.237,27.7836,37.568,25.5533,14.9734,1,1,1,,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0.22951538,0,0.000175269,8.76E-05,8.76E-05,0.284549996,0,0.162299536,0,0.02331084,0.001314521,0.01016563,0,0,0.000262904,0.00166506,0,8.76E-05,0.009902725,0,0,0,0.000438174,,0,0.270002629,0,8.76E-05,0.000175269,0.005871527,0,11434,23,No,13,6.9924,143.9378,48.5148,47.5334,5.137386386
1707,PJ-BF-BT-BC-BY-BU-BL-BA-CA-FP-AC-CG-ER-RI-CC,0,MiSeqOSV020,20,H,6,2.041,24.4626,43.4211,2.9193,13.9744,1,1,1,,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0.096777172,0.092621664,0.11746237,0.007295226,0,0.390525441,9.23E-05,0.046172315,0.071013021,0.006094746,9.23E-05,0,0.018099548,0.058361806,9.23E-05,0.002770339,0,0,0,9.23E-05,9.23E-05,0.000646412,0.002031582,,0,0.085880506,0,0,0.000184689,0.003601441,0,10846,17,No,13,23.756,33.852,33.9969,155.5999,6.488081244
1708,PC-BV-BC-BU-DP-BA-CA-FP-AC-ER-RI-CC,0,MiSeqOSV020,20,A,7,2.425,34.9591,26.0076,24.042,18.4835,1,1,1,,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.126486703,0.063009488,6.68E-05,0.003674997,0.240812508,0.374448751,0,0.049044501,0,0.026994521,0.00247227,0,0,0,0,0.002204998,0,0.014432714,0,0.000133636,6.68E-05,0,0.000801817,,0,0.095082186,0,0,0.000267272,0,0,14998,32,No,13,0,27.3929,39.3834,4.5121,5.168036758
1709,PJ-BO-BL-EL-FP-AC-BH-ER-RI-CC-DL,0,MiSeqOSV020,20,B,7,1.901,13.5355,49.9986,2.4312,4.5815,1,1,1,,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,6.69E-05,6.69E-05,0,6.69E-05,6.69E-05,0.365047504,0.000200723,0.009099425,0,0.009166332,6.69E-05,0.032985414,0,0,0.000133815,0.000468353,6.69E-05,6.69E-05,0,0,0,0.002943931,0.00026763,,0,0,0,0.031580356,0.539743075,0.007895089,0,15008,62,No,13,0,55.4087,50.7041,15.4058,6.524456825
1710,PJ-BF-BY-BA-BP-FP-AC-ER-RI-CC-DL,0,MiSeqOSV020,20,C,7,2.244,46.2592,24.694,41.7649,6.4749,1,1,1,,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0.099229997,0,0,6.70E-05,0.000133914,0.285436893,0.000133914,0.01238701,0,0.005356545,0,0,0.045731503,0.143823234,0.00020087,0.000736525,0.14181453,0,6.70E-05,0,0,0.00167392,0.001205223,,0,0,0,0,0.262002009,0,0,15040,105,No,13,0,30.3115,30.2855,4.7182,3.896503233
1711,BT-BA-BP-EL-FP-CH-AC-ER-RI-CC-DL,0,MiSeqOSV020,20,D,7,2.371,29.7409,32.5153,25.6523,8.3139,1,1,1,,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0.109643139,0,0.167372729,0.000215409,0.000143606,0.199396855,7.18E-05,0.011057658,0,0.00919078,0.000143606,0.004738996,7.18E-05,0,0.000143606,0.002154089,0.051985352,7.18E-05,0.003590149,7.18E-05,0,0,0.000502621,,0,0,0,7.18E-05,0.43936239,0,0,13969,42,No,13,0,119.4713,42.2637,8.5384,4.799273057
1712,PJ-BO-BL-CA-FP-CH-AC-BH-ER-RI-CC,0,MiSeqOSV020,20,E,7,1.81,13.7239,45.3958,0,17.7583,1,1,1,,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.000161173,0.090418245,8.06E-05,0.00024176,0.000161173,0.534853735,0.00096704,0.1324039,0,0.009348054,0.000161173,0,0,0,0.000322347,0.001128213,0,0.000161173,0.017164961,0,0,0.002014667,0.00048352,,0,8.06E-05,0,0.199452011,8.06E-05,0.010315094,0,12453,44,No,13,49.3509,28.7892,43.0737,251.5452,6.415852787
1713,PC-BO-BY-DP-BP-CA-FP-AC-BH-ER-RI-CC-DL,0,MiSeqOSV020,20,F,7,2.275,35.6703,25.1062,47.0693,8.0882,1,1,1,,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.003709677,0.00016129,0,0.043145161,0.402741935,0.000322581,0.016774194,0,0.003387097,0.001774194,0,0.055564516,8.06E-05,0,0.001532258,0.171370968,0,0,0,0,0,0.000887097,,0,0,0,0.047177419,0.251370968,0,0,12432,32,No,13,0,34.4111,42.8575,14.845,4
1714,BV-BF-BC-BY-DP-BL-CA-EL-FP-AC-ER-RI-CC-DF,0,MiSeqOSV020,20,G,7,1.725,10.124,49.9568,0,14.6723,1,1,1,,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0.000143236,0.040464084,7.16E-05,0.000143236,0,0.180190503,0,0.100909547,0,0.012819595,0.006445606,0.033803624,0.021270501,0.157416028,0,0.002148535,0,0.00866576,0,0.326219294,0,0,0.000214854,,0,0.098904247,0,0.000143236,0.000143236,0.009883263,0,14010,47,No,13,11.2528,85.6752,43.7753,77.7512,6.491350564
1715,PC-BO-BT-BU-BA-FP-AC-ER-RI-CC-DL,0,MiSeqOSV020,20,H,7,2.369,33.4335,34.3155,17.9341,10.5932,1,1,1,,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.091324201,0,0.092912448,0.005955926,0.071007875,0.239825293,0,0.014889815,0,0.012507445,0.000132354,0,0,0,0.000330885,0.000926477,0,6.62E-05,0,0,0,0,0.001191185,,0,0,0,0.036331149,0.432598769,0,0,15202,91,No,13,1.5422,19.3171,40.2466,8.6997,4.502537425
1716,PC-BF-BT-BP-CA-FP-AC-CG-ER-RI-CC-DF,0,MiSeqOSV020,20,A,8,2.243,24.6128,45.7938,0,14.2421,1,1,1,,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.065301249,0.064658339,9.18E-05,0.04362601,0.493111683,0,0.013409258,0.032696547,0.004408523,0.000183688,0,0,0.122887583,0,0.001836885,0.094232182,9.18E-05,0,0.062729611,9.18E-05,0,0.000459221,,0,0,0,0,0.000183688,0,0,10899,11,No,13,3.5718,17.6552,47.5265,26.0825,6.601255045
1717,PC-PJ-BO-BY-DP-BA-BP-CA-FP-AC-ER-RI-CC,0,MiSeqOSV020,20,B,8,2.186,42.2473,23.8142,36.4016,7.9224,1,1,1,,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0.174491448,0.003378616,0,0.000140776,0.066586894,0.284718801,0,0.048778771,0,0.009854297,0.001830084,0,0.075737313,0,0.000140776,0.001900472,0.246287042,7.04E-05,0,0,0,0.003167453,0.000703878,,0,7.04E-05,0,0.082072218,7.04E-05,0,0,14529,322,No,13,0,35.9937,45.0705,5.4726,4
1718,DP-BA-BP-CA-FP-CH-AC-CG-ER-RI-CC,0,MiSeqOSV020,20,C,8,2.215,42.0393,33.9923,27.1541,1.9411,1,1,1,,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.122048611,0.12578125,0,8.68E-05,0.000173611,0.425694444,0,0.025434028,0.073090278,0.023871528,0.003125,0.000173611,0,0,0.000260417,0.001475694,0.193229167,0,0.004513889,0,0,0,0.00078125,,0,0,0,0,0.000260417,0,0,11550,30,No,13,0,38.7551,48.7331,6.5079,6.302578321
1719,PC-PJ-BV-BT-BY-DP-CA-FP-CH-AC-ER-RI-CC-DF,0,MiSeqOSV020,20,D,8,2.567,26.292,27.2561,23.4552,29.8934,1,1,1,,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0.038943718,0.179781275,0.000177825,0.147239264,0.317951454,0,0.080021339,0,0.026140304,0.001422602,0,0.064372722,0,8.89E-05,0.001867165,0,0.021161199,0.017249044,0.101093625,0,0.001155864,0.001066951,,0,0,0,8.89E-05,0.000177825,0,0,11288,41,No,13,0,20.4797,24.8658,24.0042,4.779226431
1720,BV-BF-BC-BY-FP-AC-BH-ER-RI-CC-DL,0,MiSeqOSV020,20,E,8,1.692,16.9517,42.0969,6.9368,12.7599,1,1,1,,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,7.50E-05,0,0.000149925,0.00029985,0.000224888,0.347376312,0.000449775,0.024062969,7.50E-05,0.012143928,0.00029985,7.50E-05,0.028485757,0.144227886,0.00029985,0.001649175,0,0.01191904,0,0,0,7.50E-05,0.002923538,,0,0.077961019,0,7.50E-05,0.347151424,0,0,13416,76,No,13,0,11.5826,27.8143,20.0963,5.352037694
1721,PC-BT-BU-BL-FP-AC-BH-ER-RI-CC-DF,0,MiSeqOSV020,20,F,8,2.547,16.3803,37.262,9.9428,18.55,1,1,1,,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.080712788,0.002695418,0.267445343,0.454103025,0.000224618,0.025306978,0,0.006738544,0.000224618,0,0,0,0.000449236,0.000748727,0,7.49E-05,0,0.150569033,0,0,0.0008236,,0,0,0,0,7.49E-05,0.009808326,0,13390,34,No,13,0,34.5215,24.9729,18.4367,4.6347445
1722,PJ-BO-BL-BA-CA-EL-FP-AC-ER-RI-CC,0,MiSeqOSV020,20,G,8,1.958,20.1976,49.0256,0,9.0937,1,1,1,,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0.203051069,0.090063632,0.000326318,8.16E-05,0.000163159,0.352259749,8.16E-05,0.16487192,0,0.004650024,0.000163159,0.016315875,0,8.16E-05,0.000163159,0.000734214,0,8.16E-05,0,0,0,0.003263175,0.000407897,,0,0,0,0.156795562,0.000244738,0.006200033,0,12281,23,No,13,19.246,94.4748,43.2051,149.6145,6.486908463
1723,BF-BT-BC-BY-CA-FP-AC-ER-RI-CC-DL,0,MiSeqOSV020,20,H,8,1.878,18.2256,42.1904,0,16.6752,1,1,1,,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.077435101,0.104504105,7.40E-05,0.000147918,0.320464463,0,0.022631462,0,0.005251091,0.000295836,0,0.014569928,0.070778789,0.000443754,0.001775017,0,0,0,0,0,0,0.004659419,,0,0.083721618,0,7.40E-05,0.293173582,0,0,13571,50,No,13,5.5933,24.2964,42.9155,31.9195,6.555537899
1724,PJ-BF-BO-BC-BY-BU-DP-BL-FP-AC-CG-ER-RI-CC,0,MiSeqOSV020,20,A,9,2.253,26.4882,37.6319,13.2538,13.6633,1,1,1,,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0.003777209,0,0.335915493,0,0.223815621,0.108578745,0.027912932,0.002112676,0,0.021702945,0.148271447,0,0.002112676,6.40E-05,6.40E-05,0,0,0,0.001984635,0.003585147,,0,0.081306018,0,0.027080666,6.40E-05,0.011651729,0,15757,137,No,13,9.873,38.7149,29.7457,50.4069,4.895634216
1725,BV-BF-BO-BC-BL-BP-FP-AC-CG-ER-RI-CC-DL,0,MiSeqOSV020,20,B,9,2.357,32.6484,38.3249,11.4248,10.1531,1,1,1,,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,6.75E-05,0,0,6.75E-05,0.000135026,0.293005671,6.75E-05,0.010532001,0.040305158,0.003443154,6.75E-05,0,0,0.102416959,0.000202538,0.000742641,0.102214421,0.004793411,0,0,0,0,0.001147718,,0,0.060829058,0,0.024642182,0.349446395,0.005873616,0,14900,88,No,13,1.0861,21.6008,35.3512,15.0779,4.368085422
1726,BC-DP-BL-FP-AC-BH-ER-RI-CC-DL-DF,0,MiSeqOSV020,20,C,9,1.911,32.2933,25.9001,43.5776,3.9526,1,1,1,,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,7.17E-05,7.17E-05,0.000215054,0.416845878,0.000573477,0.017706093,0,0.006738351,0.001003584,0,0,7.17E-05,0.000215054,0.000430108,0,0,0,0.057777778,0,0,0.00078853,,0,0.106953405,0,0,0.375268817,0.015268817,0,13999,49,No,13,0,41.2397,23.7325,13.6122,4.028624249
1727,BV-BF-BO-DP-CA-FP-CH-AC-BH-ER-RI-CC-DL,0,MiSeqOSV020,20,D,9,2.477,28.9973,24.6763,34.0716,16.2136,1,1,1,,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.042352425,0.000219443,0.00029259,0.00029259,0.362738644,0.000438885,0.027210884,0,0.024211835,0.001974984,0,0,0.119376783,0.000365738,0.002852754,0,0.020408163,0.020042426,0.000146295,7.31E-05,7.31E-05,0.001243508,,0,7.31E-05,0,0.103650062,0.271962548,0,0,13761,90,No,13,0,23.5622,22.1869,20.6269,4
1728,PJ-BV-BF-BO-BC-BY-BL-CA-FP-CH-AC-CG-ER-RI-CC-DF,0,MiSeqOSV020,20,E,9,2.095,21.5549,32.8603,0,27.1983,1,1,1,,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0.00016735,0.070621705,0.00016735,8.37E-05,8.37E-05,0.510835913,0.0003347,0.028533177,0.012132876,0.003347,0,0,0.024265752,0.058070454,0.000251025,0.001757175,0,0.024433102,0.068446155,0.082001506,8.37E-05,0.00050205,0.000920425,,0,0.071458455,0,0.038072128,0.000418375,0.0030123,0,11990,39,No,13,12.2111,14.1725,31.9706,75.6107,6.128782629
1729,BV-BF-BY-BP-CA-EL-FP-CH-AC-ER-RI-CC,0,MiSeqOSV020,20,F,9,1.704,12.6447,50.6256,0,14.7666,1,1,1,,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0.000171424,0.034456158,0,0,0.000171424,0.256792663,0,0.030941973,0,0.003599897,0.000171424,0.049884289,0.056998371,0.274449301,0.000171424,0.002228508,0.252764207,0.034456158,0.001799949,0,0,0,0.000599983,,0,8.57E-05,0,0.000257136,0,0,0,11694,27,No,13,9.5944,88.6039,47.9745,66.8452,6.350118185
1730,PC-PJ-BV-BO-BU-BA-CA-FP-CH-AC-BH-CG-ER-RI-CC,0,MiSeqOSV020,20,G,9,2.788,30.5653,32.5992,5.2338,27.194,1,1,1,,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0.086586379,0.051979513,6.92E-05,0.021594684,0.244670543,0.347591362,0.000276855,0.023601883,0.02076412,0.007821152,0.000207641,0,0,0,0.000138427,0.003114618,0,0.038136766,0.013704319,0,0,0.002007198,0.001730343,,0,6.92E-05,0,0.135728128,0.000138427,6.92E-05,0,14506,58,No,13,4.0773,19.2689,25.9034,31.4763,5.230985692
1731,PJ-BV-BF-BO-BC-BY-EL-FP-CH-AC-ER-RI-CC-DF,0,MiSeqOSV020,20,H,9,1.867,10.4597,39.9961,0,24.7784,1,1,1,,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,7.17E-05,7.17E-05,7.17E-05,0.000215223,0.378291126,0,0.039888084,0,0.00616974,0,0.030848698,0.026902934,0.065930124,0.000573929,0.003587058,0,0.030561733,0.011980773,0.21995839,7.17E-05,0.001793529,0.000430447,,0,0.140325705,0,0.04211206,0.000143482,0,0,13986,47,No,13,13.9022,145.6659,38.0785,92.8714,6.200664579
1732,PC-BO-BT-BC-DP-BL-BA-FP-CH-AC-BH-ER-RI-CC,0,MiSeqOSV020,20,A,10,2.586,32.663,23.9636,21.0874,26.0499,1,1,1,,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0.121292607,0,0.127121145,7.38E-05,0.18909547,0.232477497,0.000221337,0.037996163,0,0.046111849,0.001106684,0,0,0.000147558,0,0.002656042,0,7.38E-05,0.013132655,0,0,0,0.000590232,,0,0.144680537,0,0.079164822,7.38E-05,0.003984064,0,13658,104,No,13,8.1432,36.8642,40.2485,46.9058,4
