d,p,c,o,f,g,reads,sample
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,63,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Stigmatella,60,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Melittangium,55,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Cystobacter,51,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,106,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Vulgatibacteraceae,Vulgatibacter,34,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,186,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,38,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,Minicystis,59,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,48,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix,34,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Haliangium,62,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,505,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geoalkalibacter,66,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,195,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,85,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,78,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,76,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium,42,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,41,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,37,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,64,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio,31,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,27,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,26,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,31,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba,27,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,26,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,15,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,Bradymonadaceae,Bradymonas,93,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfarculus,51,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Desulfurella,24,I1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Hippea,18,I1
Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,93,I1
Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Halobacteriovoraceae,Halobacteriovorax,62,I1
Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,30,I1
Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,70,I1
Bacteria,Proteobacteria,Hydrogenophilalia,Hydrogenophilales,Hydrogenophilaceae,Hydrogenophilus,34,I1
Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,30,I1
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,21087,I1
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,78,I1
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,130,I1
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Ereboglobus,38,I1
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Nibricoccus,33,I1
Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Lacunisphaera,29,I1
Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,74,I1
Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,25,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,102,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,51,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,33,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Thermogutta,31,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,31,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,75,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Bythopirellula,20,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Mariniblastus,19,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstia,17,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Gemmataceae,Gemmata,172,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Aquisphaera,54,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Paludisphaera,29,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Singulisphaera,18,I1
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Isosphaeraceae,Isosphaera,18,I1
Bacteria,Planctomycetes,Candidatus Brocadiae,Candidatus Brocadiales,Candidatus Brocadiaceae,Candidatus Kuenenia,262,I1
Bacteria,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Sedimentisphaeraceae,Sedimentisphaera,55,I1
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,37,I1
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,65,I1
Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,19,I1
Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Neochlamydia,12,I1
Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Parachlamydia,12,I1
Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,Kiritimatiella,34,I1
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,774,I1
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,165,I1
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,109,I1
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,53,I1
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Oceanispirochaeta,35,I1
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Salinispira,24,I1
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,56,I1
Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,47,I1
Bacteria,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,210,I1
Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,134,I1
Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella,13,I1
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,639,I1
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Ilyobacter,33,I1
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,430,I1
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,65,I1
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,14,I1
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,13,I1
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,114,I1
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,62,I1
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,34,I1
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidisarcina,33,I1
Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Candidatus Koribacter,29,I1
Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,Solibacteraceae,Candidatus Solibacter,66,I1
Bacteria,Acidobacteria,Vicinamibacteria,,Vicinamibacteraceae,Luteitalea,53,I1
Bacteria,Acidobacteria,Blastocatellia,,,Chloracidobacterium,28,I1
Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,62,I1
Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,58,I1
Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,89,I1
Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,25,I1
Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,29,I1
Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotoga,28,I1
Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga,15,I1
Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Kosmotoga,28,I1
Bacteria,Thermotogae,Thermotogae,Kosmotogales,Kosmotogaceae,Mesotoga,16,I1
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,120,I1
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Jonquetella,47,I1
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminomonas,33,I1
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio,27,I1
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,23,I1
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga,23,I1
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,12,I1
Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium,40,I1
Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Persephonella,33,I1
Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,20,I1
Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobaculum,19,I1
Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,15,I1
Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,13,I1
Bacteria,Aquificae,Aquificae,Aquificales,,Thermosulfidibacter,20,I1
Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,29,I1
Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,20,I1
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,49,I1
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Calditerrivibrio,31,I1
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,26,I1
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Geovibrio,22,I1
Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Flexistipes,62,I1
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,75,I1
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Thermodesulfovibrio,38,I1
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,37,I1
Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,46,I1
Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,12,I1
Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,10,I1
Bacteria,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,32,I1
Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,21,I1
Bacteria,Calditrichaeota,Calditrichae,Calditrichales,Calditrichaceae,Caldithrix,40,I1
Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,39,I1
Bacteria,,,,,Vampirococcus,28,I1
Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,23,I1
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Vigna,953,I1
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Glycine,601,I1
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Cajanus,367,I1
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Phaseolus,311,I1
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Cicer,351,I1
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Medicago,332,I1
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Arachis,1116,I1
Viridiplantae,Streptophyta,,Fabales,Fabaceae,Lupinus,428,I1
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Malus,279,I1
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Prunus,229,I1
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Rosa,229,I1
Viridiplantae,Streptophyta,,Rosales,Rosaceae,Fragaria,163,I1
Viridiplantae,Streptophyta,,Rosales,Cannabaceae,Cannabis,306,I1
Viridiplantae,Streptophyta,,Rosales,Rhamnaceae,Ziziphus,294,I1
Viridiplantae,Streptophyta,,Malpighiales,Euphorbiaceae,Manihot,312,I1
Viridiplantae,Streptophyta,,Malpighiales,Salicaceae,Populus,295,I1
Viridiplantae,Streptophyta,,Fagales,Fagaceae,Quercus,462,I1
Viridiplantae,Streptophyta,,Cucurbitales,Cucurbitaceae,Cucumis,242,I1
Viridiplantae,Streptophyta,,Cucurbitales,Cucurbitaceae,Cucurbita,179,I1
Viridiplantae,Streptophyta,,Malvales,Malvaceae,Gossypium,1345,I1
Viridiplantae,Streptophyta,,Malvales,Malvaceae,Theobroma,260,I1
Viridiplantae,Streptophyta,,Brassicales,Brassicaceae,Brassica,534,I1
Viridiplantae,Streptophyta,,Brassicales,Brassicaceae,Camelina,372,I1
Viridiplantae,Streptophyta,,Brassicales,Brassicaceae,Arabidopsis,100,I1
Viridiplantae,Streptophyta,,Sapindales,Rutaceae,Citrus,176,I1
Viridiplantae,Streptophyta,,Vitales,Vitaceae,Vitis,319,I1
Viridiplantae,Streptophyta,,Solanales,Solanaceae,Capsicum,1743,I1
Viridiplantae,Streptophyta,,Solanales,Solanaceae,Solanum,992,I1
Viridiplantae,Streptophyta,,Solanales,Solanaceae,Nicotiana,912,I1
Viridiplantae,Streptophyta,,Solanales,Convolvulaceae,Ipomoea,255,I1
Viridiplantae,Streptophyta,,Lamiales,Oleaceae,Olea,643,I1
Viridiplantae,Streptophyta,,Lamiales,Pedaliaceae,Sesamum,224,I1
Viridiplantae,Streptophyta,,Gentianales,Rubiaceae,Coffea,560,I1
Viridiplantae,Streptophyta,,Asterales,Asteraceae,Helianthus,921,I1
Viridiplantae,Streptophyta,,Asterales,Asteraceae,Cynara,411,I1
Viridiplantae,Streptophyta,,Apiales,Apiaceae,Daucus,208,I1
Viridiplantae,Streptophyta,,Caryophyllales,Chenopodiaceae,Beta,306,I1
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Zea,518,I1
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Sorghum,290,I1
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Setaria,248,I1
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,225,I1
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Oryza,365,I1
Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Brachypodium,231,I1
Viridiplantae,Streptophyta,Liliopsida,Poales,Bromeliaceae,Ananas,237,I1
Viridiplantae,Streptophyta,Liliopsida,Arecales,Arecaceae,Elaeis,588,I1
Viridiplantae,Streptophyta,Liliopsida,Zingiberales,Musaceae,Musa,296,I1
Viridiplantae,Streptophyta,Liliopsida,Asparagales,Asparagaceae,Asparagus,530,I1
Viridiplantae,Streptophyta,,Ranunculales,Papaveraceae,Papaver,1046,I1
Viridiplantae,Streptophyta,Bryopsida,Funariales,Funariaceae,Physcomitrella,322,I1
Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,58,I1
Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,32,I1
Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,23,I1
Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,2575,I1
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,191,I1
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,27,I1
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,66,I1
Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Pyriculariaceae,Pyricularia,149,I1
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothielavioides,40,I1
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thermothelomyces,36,I1
Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,41,I1
Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,51,I1
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,65,I1
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,30,I1
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercospora,25,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,59,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Eremothecium,34,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,28,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,26,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,24,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,24,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,17,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,16,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,57,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,17,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,17,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,36,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Sugiyamaella,28,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,17,I1
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Komagataella,13,I1
Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,11,I1
Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,30,I1
Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,21,I1
Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,10,I1
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,60,I1
Fungi,Microsporidia,,,Unikaryonidae,Encephalitozoon,16,I1
Eukaryota,Rhodophyta,Bangiophyceae,Cyanidiales,Cyanidiaceae,Cyanidioschyzon,12,I1
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,7527,I1
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,45,I1
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,38,I1
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,15,I1
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermaceae,Methanothermus,16,I1
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,66,I1
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,31,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,140,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,45,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,23,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosalsum,18,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanomethylovorans,13,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalobium,13,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanotrichaceae,Methanothrix,17,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoplanus,24,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,23,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia,11,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,25,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanosphaerula,12,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,28,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,17,I1
Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,33,I1
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,30,I1
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorhabdus,23,I1
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,21,I1
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,13,I1
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,11,I1
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,11,I1
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,75,I1
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halostella,20,I1
